id,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,claimed,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,president_party,state_governor_party,date,Total Casualties
1470,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Cuba,Omega-7,FALSE,Explosives,0,0,0,2,0,0,Democratic,Democrat,12/7/1979,2
1471,Puerto Rico,Cieba,18.234921,-65.635338,TRUE,TRUE,Armed Assault,Military,United States,Puerto Rican Nationalists,FALSE,Firearms,0,0,0,2,0,0,Democratic,New Progressive Party,12/9/1979,2
1472,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Soviet Union,Omega-7,FALSE,Explosives,0,0,0,8,0,0,Democratic,Democrat,12/11/1979,8
1473,Puerto Rico,San Juan,18.386932,-66.061127,TRUE,TRUE,Hostage Taking (Kidnapping),Military,United States,NA,FALSE,NA,0,0,0,0,0,0,Democratic,New Progressive Party,12/16/1979,0
1474,Tennessee,Norris,36.195815,-84.068336,FALSE,TRUE,Bombing/Explosion,Police,United States,NA,FALSE,Explosives,0,0,0,2,0,0,Democratic,Republican,12/24/1979,2
1475,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,New Progressive Party,1/7/1980,0
1476,Indiana,Indianapolis,39.76691,-86.149964,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,White extremists,FALSE,Firearms,1,1,0,0,0,0,Democratic,Republican,1/12/1980,1
1477,Florida,Miami,25.774591,-80.214195,FALSE,TRUE,Bombing/Explosion,Business,United States,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,1/13/1980,0
1478,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,Soviet Union,NA,FALSE,Explosives,0,0,0,4,0,0,Democratic,Democrat,1/13/1980,4
1479,Indiana,Indianapolis,39.76691,-86.149964,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,White extremists,FALSE,Firearms,1,1,0,0,0,0,Democratic,Republican,1/14/1980,1
1480,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Business,United States,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Democratic,New Progressive Party,1/20/1980,0
1481,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Airports & Aircraft,Taiwan,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,1/22/1980,0
1482,Georgia,Atlanta,33.764496,-84.432083,NA,TRUE,Hijacking,Airports & Aircraft,United States,Black American Moslems,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,1/25/1980,0
1483,Virginia,Arlington,38.878742,-77.100006,FALSE,TRUE,Facility/Infrastructure Attack,Journalists & Media,United States,Action Squad,TRUE,Incendiary,0,0,0,0,0,0,Democratic,Republican,1/26/1980,0
1484,New Jersey,Union City,40.769142,-74.031174,FALSE,TRUE,Bombing/Explosion,Business,United States,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,1/30/1980,0
1486,New York,Greenburgh,41.039559,-73.87149,TRUE,FALSE,Hostage Taking (Barricade Incident),Business,United States,May 19 Communist Order,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,2/20/1980,0
1487,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Armed Assault,Government (Diplomatic),Soviet Union,NA,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,2/21/1980,0
1488,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Armed Assault,Military,United States,Macheteros,TRUE,Firearms,0,0,0,1,1,0,Democratic,New Progressive Party,3/12/1980,1
1489,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Facility/Infrastructure Attack,Government (Diplomatic),Angola,Omega-7,FALSE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,3/13/1980,0
1490,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Hostage Taking (Kidnapping),Government (General),United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,3/15/1980,0
1491,Illinois,Chicago,41.842602,-87.681229,FALSE,TRUE,Hostage Taking (Kidnapping),Government (General),United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Firearms,0,0,0,0,0,0,Democratic,Republican,3/15/1980,0
1492,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,Yugoslavia,Croatian Freedom Fighters,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,3/17/1980,0
1493,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),Cuba,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,3/25/1980,0
1494,Puerto Rico,San Juan,18.462737,-66.142517,FALSE,TRUE,Bombing/Explosion,Utilities,United States,Grupo Estrella,FALSE,Explosives,0,0,0,1,0,0,Democratic,New Progressive Party,4/11/1980,1
1495,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Hostage Taking (Kidnapping),Private Citizens & Property,United States,Grupo Estrella,FALSE,NA,0,0,0,0,0,0,Democratic,New Progressive Party,4/11/1980,0
1496,Georgia,Wrightsville,32.729505,-82.719069,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,Ku Klux Klan,FALSE,Firearms,0,0,0,1,1,0,Democratic,Democrat,4/19/1980,1
1497,Tennessee,Chattanooga,35.04644,-85.309464,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,Ku Klux Klan,FALSE,Firearms,0,0,0,4,4,0,Democratic,Republican,4/19/1980,4
1498,New York,Inwood,40616,-73.746614,TRUE,TRUE,Armed Assault,Business,United States,May 19 Communist Order,FALSE,Firearms,0,0,0,0,0,0,Democratic,Democrat,4/22/1980,0
1499,Wisconsin,Tomah,43.97257,-90.504769,TRUE,TRUE,Armed Assault,Private Citizens & Property,United States,White extremists,FALSE,Firearms,1,1,0,0,0,0,Democratic,Republican,5/1/1980,1
1500,New York,Mineola,40.748705,-73.642488,FALSE,FALSE,Facility/Infrastructure Attack,Private Citizens & Property,Soviet Union,Jewish Defense League (JDL),TRUE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,5/12/1980,0
1501,Indiana,Fort Wayne,41.079273,-85.139351,FALSE,FALSE,Assassination,NGO,United States,White extremists,FALSE,Firearms,0,0,0,1,1,0,Democratic,Republican,5/29/1980,1
1502,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Yugoslavia,Croatian Freedom Fighters,FALSE,Explosives,0,0,0,0,0,0,Democratic,NA,6/3/1980,0
1503,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Croatian Freedom Fighters,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,6/4/1980,0
1504,Ohio,Cincinnati,39.174345,-84.475014,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,White extremists,FALSE,Firearms,2,2,0,0,0,0,Democratic,Republican,6/8/1980,2
1505,Illinois,Lake Forest,42.251035,-87.841729,NA,FALSE,Bombing/Explosion,Airports & Aircraft,United States,Anti-Technology extremists,FALSE,Explosives,0,0,0,1,1,0,Democratic,Republican,6/10/1980,1
1506,California,Beverly Hills,34.081074,-118.394081,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Iran,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,6/10/1980,0
1507,Pennsylvania,Johnstown,40.32726,-78.918354,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,White extremists,FALSE,Firearms,2,2,0,0,0,0,Democratic,Republican,6/15/1980,2
1508,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Facility/Infrastructure Attack,Journalists & Media,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Democratic,NA,6/16/1980,0
1509,Puerto Rico,Juana Diaz,18.051399,-66.506689,FALSE,TRUE,Bombing/Explosion,Airports & Aircraft,United States,Organization of Volunteers for the Puerto Rican Revolution,FALSE,Explosives,0,0,0,0,0,0,Democratic,New Progressive Party,7/14/1980,0
1510,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Organization of Volunteers for the Puerto Rican Revolution,FALSE,Explosives,0,0,0,0,0,0,Democratic,New Progressive Party,7/14/1980,0
1513,Puerto Rico,Mayaguez,18.201318,-67.145125,FALSE,TRUE,Bombing/Explosion,Airports & Aircraft,United States,Organization of Volunteers for the Puerto Rican Revolution,FALSE,Explosives,0,0,0,0,0,0,Democratic,New Progressive Party,7/14/1980,0
1514,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (General),Israel,Jewish Defense League (JDL),FALSE,NA,0,0,0,0,0,0,Democratic,Democrat,7/17/1980,0
1516,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Revolutionary Commandos of the People (CRP),FALSE,Explosives,0,0,0,0,0,0,Democratic,New Progressive Party,7/21/1980,0
1517,Maryland,Bethesda,38.98637,-77.096919,FALSE,TRUE,Assassination,Private Citizens & Property,Iran,Black Muslims,FALSE,Firearms,1,0,0,0,0,0,Democratic,Democrat,7/22/1980,1
1518,California,Torrance,33.835849,-118.340629,FALSE,TRUE,Assassination,Private Citizens & Property,China,Worldwide Organization of Native Taiwanese,FALSE,NA,1,0,0,0,0,0,Democratic,Democrat,7/30/1980,1
1519,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Assassination,Private Citizens & Property,Iran,Black American Moslems,FALSE,Firearms,1,0,0,0,0,0,Democratic,Democrat,7/31/1980,1
1520,Michigan,Detroit,42.331685,-83.047924,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,Ku Klux Klan,FALSE,Firearms,0,0,0,0,0,0,Democratic,Republican,8/4/1980,0
1521,California,Berkeley,37.874043,-122.280022,FALSE,FALSE,Bombing/Explosion,Educational Institution,Iran,NA,FALSE,Explosives,0,0,0,1,0,0,Democratic,Democrat,8/20/1980,1
1522,Utah,Salt Lake City,40.759505,-111.888229,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,White extremists,FALSE,Firearms,2,2,0,1,1,0,Democratic,Democrat,8/20/1980,3
1523,Puerto Rico,Yauco,18.03496,-66.849844,FALSE,FALSE,Bombing/Explosion,Government (General),United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,New Progressive Party,8/25/1980,0
1524,Puerto Rico,Hato Rey,18.386932,-66.061127,FALSE,FALSE,Bombing/Explosion,Government (General),United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,New Progressive Party,8/25/1980,0
1525,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Assassination,Government (Diplomatic),Cuba,Omega-7,FALSE,Firearms,1,0,0,0,0,0,Democratic,Democrat,9/12/1980,1
1526,California,Berkeley,37.874043,-122.280022,FALSE,TRUE,Bombing/Explosion,Business,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,9/20/1980,0
1527,Arizona,Phoenix,33.44826,-112.075774,FALSE,TRUE,Facility/Infrastructure Attack,Journalists & Media,United States,Jewish Defense League (JDL),FALSE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,9/30/1980,0
1528,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Armed Assault,Journalists & Media,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,10/1/1980,0
1529,Connecticut,Manchester,41.76857,-72.520664,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,White extremists,FALSE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,10/2/1980,0
1530,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Assassination,Government (Diplomatic),Turkey,Justice Commandos for the Armenian Genocide,FALSE,Incendiary,0,0,0,1,0,0,Democratic,Democrat,10/6/1980,1
1532,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Business,United States,Justice Commandos for the Armenian Genocide,FALSE,Explosives,0,0,0,1,0,0,Democratic,Democrat,10/12/1980,1
1533,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Turkey,Justice Commandos for the Armenian Genocide,FALSE,Explosives,0,0,0,5,0,0,Democratic,Democrat,10/12/1980,5
1534,Colorado,Fort Collins,40.581505,-105.076264,TRUE,TRUE,Assassination,Private Citizens & Property,Libya,Gaddafi loyalists,FALSE,Firearms,1,1,0,0,0,0,Democratic,Democrat,10/14/1980,1
1535,Ohio,Youngstown,41.0981,-80.650789,FALSE,TRUE,Armed Assault,Private Citizens & Property,United States,White extremists,FALSE,Firearms,1,1,0,0,0,0,Democratic,Republican,11/1/1980,1
1536,Puerto Rico,San Juan,18.386932,-66.061127,NA,TRUE,Hostage Taking (Barricade Incident),Business,United States,NA,FALSE,Firearms,0,0,0,0,0,0,Democratic,New Progressive Party,11/21/1980,0
1537,California,Los Angeles,34.114453,-118.059512,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Neo-Nazi extremists,FALSE,Incendiary,0,0,0,0,0,0,Democratic,Democrat,12/6/1980,0
1538,District of Columbia,Washington,38.908642,-77.015381,TRUE,FALSE,Bombing/Explosion,Terrorists/Non-State Militia,West Bank and Gaza Strip,Hatikvah Leumi or National Hope,FALSE,Explosives,0,0,0,0,0,0,Democratic,NA,12/10/1980,0
1539,California,Los Angeles,34.097866,-118.407379,FALSE,FALSE,Assassination,Government (General),United States,Croatian Liberation Army,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,12/17/1980,0
1540,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Transportation,United States,Puerto Rican Armed Resistance,FALSE,Explosives,0,0,0,0,0,0,Democratic,Democrat,12/21/1980,0
1543,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Macheteros,FALSE,Incendiary,0,0,0,0,0,0,Republican,New Progressive Party,1/8/1981,0
1544,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Macheteros,FALSE,Incendiary,0,0,0,0,0,0,Republican,New Progressive Party,1/8/1981,0
1545,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Macheteros,FALSE,Incendiary,0,0,0,0,0,0,Republican,New Progressive Party,1/8/1981,0
1546,Puerto Rico,San Juan,18.386932,-66.061127,TRUE,TRUE,Bombing/Explosion,Military,United States,Macheteros,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,1/12/1981,0
1547,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (General),United States,Fuerzas Armadas de Liberacion Nacional (FALN),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,1/23/1981,0
1548,California,San Francisco,37.755363,-122.443352,FALSE,TRUE,Bombing/Explosion,Business,Iran,Jewish Defense League (JDL),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,1/26/1981,0
1549,California,Los Angeles,34.097866,-118.407379,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),Switzerland,Armenian Secret Army for the Liberation of Armenia,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,2/3/1981,0
1550,Oregon,Eugene,44.04483,-123.072606,TRUE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Revolutionary Communist Youth Brigade (RCYB),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,2/9/1981,0
1551,Tennessee,Memphis,35.14968,-90.048929,FALSE,TRUE,Hostage Taking (Kidnapping),Private Citizens & Property,United States,Ku Klux Klan,TRUE,Firearms,0,0,0,0,0,0,Republican,Republican,2/13/1981,0
1552,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Business,United States,Armenian Secret Army for the Liberation of Armenia,TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,2/22/1981,0
1553,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Business,Puerto Rico,Armed Forces of Popular Resistance (FARP),TRUE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,3/15/1981,0
1554,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (General),United States,NA,FALSE,Explosives,0,0,0,2,0,0,Republican,Democrat,3/17/1981,2
1555,Connecticut,Danbury,41.392682,-73.453592,TRUE,FALSE,Hostage Taking (Barricade Incident),Business,United States,May 19 Communist Order,FALSE,Firearms,0,0,0,1,1,0,Republican,Democrat,3/23/1981,1
1556,Alabama,Mobile,30.686395,-88.053239,FALSE,TRUE,Hostage Taking (Kidnapping),Private Citizens & Property,United States,Ku Klux Klan,FALSE,Melee,1,1,0,0,0,0,Republican,"Democrat, Republican",3/26/1981,1
1557,California,San Francisco,37.755363,-122.443352,FALSE,TRUE,Armed Assault,Government (Diplomatic),Soviet Union,NA,FALSE,Firearms,0,0,0,0,0,0,Republican,Democrat,4/11/1981,0
1558,Florida,Miami,25.774591,-80.214195,TRUE,FALSE,Assassination,Journalists & Media,United States,NA,FALSE,Firearms,0,0,0,1,1,0,Republican,Democrat,4/21/1981,1
1559,Puerto Rico,Santurce,18.386932,-66.061127,FALSE,TRUE,Hostage Taking (Barricade Incident),Business,Puerto Rico,Macheteros,TRUE,Firearms,0,0,0,0,0,0,Republican,New Progressive Party,4/21/1981,0
1560,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Facility/Infrastructure Attack,Business,Iran,Imperial Iranian Patriotic Organization,FALSE,Incendiary,0,0,0,0,0,0,Republican,NA,4/27/1981,0
1561,Puerto Rico,San Juan,18.386932,-66.061127,NA,TRUE,Armed Assault,Government (General),Puerto Rico,NA,FALSE,Firearms,0,0,0,0,0,0,Republican,New Progressive Party,5/1/1981,0
1562,Puerto Rico,Carolina,18.380782,-65.957387,FALSE,FALSE,Assassination,Government (General),Puerto Rico,NA,FALSE,Firearms,0,0,0,1,0,0,Republican,New Progressive Party,5/5/1981,1
1563,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Airports & Aircraft,United States,Puerto Rican Armed Resistance,FALSE,Explosives,1,0,0,0,0,0,Republican,Democrat,5/16/1981,1
1564,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),International,Puerto Rican Armed Resistance,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,5/18/1981,0
1565,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),International,Puerto Rican Armed Resistance,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,5/18/1981,0
1566,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),International,Puerto Rican Armed Resistance,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,5/21/1981,0
1567,Tennessee,Nashville,36.167783,-86.778365,FALSE,FALSE,Bombing/Explosion,Religious Figures/Institutions,United States,Ku Klux Klan,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,5/26/1981,0
1568,Oregon,Toledo,44.622266,-123.937354,FALSE,TRUE,Facility/Infrastructure Attack,Airports & Aircraft,United States,People's Brigade For A Healthy Genetic Future,FALSE,NA,0,0,0,0,0,0,Republican,Republican,5/29/1981,0
1569,New York,New York City,40.697132,-73.931351,TRUE,TRUE,Hostage Taking (Barricade Incident),Business,United States,May 19 Communist Order,FALSE,Firearms,1,1,0,1,1,0,Republican,Democrat,6/2/1981,2
1570,California,Los Angeles,34.097866,-118.407379,NA,TRUE,Bombing/Explosion,Private Citizens & Property,Turkey,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,6/3/1981,0
1571,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,Turkey,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,6/3/1981,0
1573,California,Torrance,33.835849,-118.340629,FALSE,TRUE,Facility/Infrastructure Attack,NGO,United States,Jewish Defenders,TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,6/25/1981,0
1576,Maryland,College Park,38.988155,-76.931633,FALSE,TRUE,Bombing/Explosion,Educational Institution,China,NA,FALSE,Explosives,1,0,0,4,0,0,Republican,Democrat,6/27/1981,5
1577,Puerto Rico,Ponce,18.011091,-66.614182,FALSE,FALSE,Bombing/Explosion,Business,Spain,Organization of Volunteers for the Puerto Rican Revolution,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,6/30/1981,0
1578,Utah,Spanish Valley,38.495161,-109.458945,FALSE,TRUE,Facility/Infrastructure Attack,Utilities,United States,NA,FALSE,Sabotage Equipment,0,0,0,0,0,0,Republican,Democrat,7/3/1981,0
1579,Utah,Ogden,41.222365,-111.970459,TRUE,TRUE,Assassination,Private Citizens & Property,Libya,Qaddafi loyalists,FALSE,Firearms,1,0,0,0,0,0,Republican,Democrat,7/17/1981,1
1580,California,San Francisco,37.755363,-122.443352,TRUE,TRUE,Assassination,Journalists & Media,Vietnam,Anti-Communist Viets Organization,TRUE,Firearms,1,0,0,0,0,0,Republican,Democrat,7/21/1981,1
1581,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Armed Assault,Government (Diplomatic),Iran,Mujahedin-e Khalq (MEK),FALSE,Firearms,0,0,0,3,0,0,Republican,NA,8/7/1981,3
1582,Puerto Rico,San Juan,18.386932,-66.061127,TRUE,TRUE,Assassination,Military,United States,NA,FALSE,Firearms,1,0,0,1,0,0,Republican,New Progressive Party,8/17/1981,2
1583,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),Liberia,Black Brigade (United States),TRUE,Incendiary,0,0,0,0,0,0,Republican,NA,8/20/1981,0
1586,Puerto Rico,Laguna Gardens,18.42902,-66.015859,FALSE,TRUE,Bombing/Explosion,Utilities,Puerto Rico,Grupo Estrella,TRUE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,8/27/1981,0
1587,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),Soviet Union,Thunder of Zion,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/1/1981,0
1588,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Armed Assault,Government (Diplomatic),Soviet Union,Jewish Defense League (JDL),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,9/3/1981,0
1589,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Armed Assault,Government (Diplomatic),Soviet Union,Jewish Defense League (JDL),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,9/4/1981,0
1590,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Business,Soviet Union,Jewish Defense League (JDL),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/5/1981,0
1591,Florida,Miami,25.774591,-80.214195,FALSE,TRUE,Facility/Infrastructure Attack,Journalists & Media,Spain,Omega-7,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,9/11/1981,0
1592,Florida,Miami,25.774591,-80.214195,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Mexico,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/11/1981,0
1593,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Mexico,Omega-7,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/12/1981,0
1594,Puerto Rico,Bayamon,18.369196,-66.165967,FALSE,FALSE,Bombing/Explosion,Utilities,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,9/14/1981,0
1595,Puerto Rico,Bayamon,18.369196,-66.165967,FALSE,FALSE,Bombing/Explosion,Utilities,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,9/14/1981,0
1596,Puerto Rico,Bayamon,18.369196,-66.165967,FALSE,FALSE,Bombing/Explosion,Utilities,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,9/14/1981,0
1597,New York,Schenectady,42.81226,-73.941026,NA,TRUE,Bombing/Explosion,Business,South Africa,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/22/1981,0
1598,Florida,Miami,25.774591,-80.214195,FALSE,FALSE,Bombing/Explosion,Journalists & Media,Spain,Omega-7,TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,9/24/1981,0
1599,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Business,United States,Armenian Secret Army for the Liberation of Armenia,TRUE,Explosives,0,0,0,0,0,0,Republican,Democrat,10/1/1981,0
1600,District of Columbia,Washington,38.908642,-77.015381,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),South Africa,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,NA,10/4/1981,0
1601,Maryland,Langley Park,38.990372,-76.984495,TRUE,TRUE,Armed Assault,Private Citizens & Property,United States,NA,FALSE,Firearms,1,1,0,0,0,0,Republican,Democrat,10/6/1981,1
1602,Utah,Salt Lake City,40.759505,-111.888229,FALSE,FALSE,Bombing/Explosion,Educational Institution,United States,Anti-Technology extremists,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,10/8/1981,0
1603,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),Egypt,Jewish Defense League (JDL),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,10/25/1981,0
1604,Puerto Rico,San Juan,18.386932,-66.061127,NA,TRUE,Armed Assault,Business,United States,NA,FALSE,Firearms,0,0,0,0,0,0,Republican,New Progressive Party,11/5/1981,0
1605,Puerto Rico,Condado,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Utilities,Puerto Rico,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,11/11/1981,0
1606,New York,Glen Cove,40.863958,-73.630786,FALSE,TRUE,Armed Assault,Government (Diplomatic),Soviet Union,Jewish Defense League (JDL),FALSE,Firearms,0,0,0,0,0,0,Republican,Democrat,11/14/1981,0
1607,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Turkey,Justice Commandos for the Armenian Genocide,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,11/20/1981,0
1608,Virginia,Arlington,38.878742,-77.100006,TRUE,TRUE,Hostage Taking (Barricade Incident),Business,United States,May 19 Communist Order,FALSE,Firearms,0,0,0,0,0,0,Republican,Republican,11/23/1981,0
1609,Puerto Rico,San Juan,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Utilities,Puerto Rico,Macheteros,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,11/27/1981,0
1610,Puerto Rico,San Juan,18.386932,-66.061127,TRUE,TRUE,Armed Assault,Military,United States,Macheteros,FALSE,Firearms,0,0,0,1,0,0,Republican,New Progressive Party,11/27/1981,1
1611,Puerto Rico,Santurce,18.386932,-66.061127,FALSE,TRUE,Bombing/Explosion,Utilities,Puerto Rico,Macheteros,FALSE,Explosives,0,0,0,0,0,0,Republican,New Progressive Party,11/27/1981,0
1612,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Government (Diplomatic),Soviet Union,Jewish Defense League (JDL),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,12/1/1981,0
